member_id,tier,enrollment_date,tenure_days,primary_hub,days_since_last_booking,bookings_last_90d,bookings_last_180d,bookings_last_365d,total_bookings_lifetime,avg_fare,total_spend_lifetime,fare_class_most_common,pct_discount_fares,unique_routes_lifetime,route_diversity_score,pct_bookings_summer,pct_bookings_holiday,points_balance,points_earned_last_90d,points_earning_velocity,redemption_gap_days,points_redeemed_last_365d,points_expiring_soon,complaints_last_365d,support_tickets_open,avg_support_csat,promos_sent_last_180d,promos_redeemed_last_180d,promo_response_rate,app_logins_last_90d,email_open_rate,recency_score,frequency_score,monetary_score,rfm_score,churn_label
TB000719,Blue,2016-01-26,3863,FLL,45,1,3,5,9,319.57,2886.47,Blue Extra,0.0,5,0.556,0.492,0.076,17006,307,3.41,1000,5711,1,2,1,3.16,7,1,0.091,12,0.525,95.0,60,28.9,61.3,0
TB000720,Mosaic,2020-02-18,2379,FLL,236,0,0,2,11,224.85,2113.28,Blue,0.223,3,0.273,0.378,0.228,16837,5209,57.88,32,0,0,0,0,4.06,7,1,0.127,13,0.148,73.8,24,21.1,39.6,1
TB000721,Blue,2017-11-03,3216,FLL,52,0,0,3,15,443.93,7486.77,Blue,0.247,1,0.067,0.384,0.164,18620,3357,37.3,57,9453,0,1,0,4.17,6,5,0.857,18,0.489,94.2,36,74.9,68.4,0
TB000722,Blue Plus,2023-01-20,1312,LAX,186,2,4,7,11,347.47,3870.13,Blue Basic,0.288,5,0.455,0.518,0.082,4420,539,5.99,309,5634,0,1,1,3.44,6,1,0.181,13,0.456,79.3,84,38.7,67.3,0
TB000723,Blue,2020-01-16,2412,LAX,69,1,2,2,2,265.65,466.06,Blue Basic,0.397,3,1.0,0.457,0.106,7161,0,0.0,251,5987,0,0,0,4.63,5,0,0.0,5,0.041,92.3,24,4.7,40.3,1
TB000724,Blue,2023-07-01,1150,FLL,109,1,1,2,9,339.94,3302.76,Blue,0.398,5,0.556,0.148,0.283,19404,2223,24.7,226,10648,0,2,1,3.22,7,2,0.293,0,0.217,87.9,24,33.0,48.3,1
TB000725,Blue,2016-01-21,3868,MCO,64,2,4,6,23,274.35,6048.16,Blue Extra,0.25,3,0.13,0.159,0.165,15924,4138,45.98,55,8528,0,0,0,4.67,7,4,0.585,0,0.301,92.9,72,60.5,75.1,0
TB000726,Blue,2022-07-03,1513,JFK,35,1,1,5,6,220.75,1184.43,Blue,0.017,3,0.5,0.23,0.177,14867,2767,30.74,566,3911,0,0,0,4.9,3,1,0.392,6,0.0,96.1,60,11.8,56.0,0
TB000727,Blue,2023-06-18,1163,JFK,401,1,1,3,4,286.16,1280.6,Blue,0.333,2,0.5,0.276,0.118,16096,2119,23.54,112,5685,0,1,0,2.76,1,0,0.192,6,0.356,55.4,36,12.8,34.7,1
TB000728,Blue Plus,2019-03-23,2711,BOS,582,0,1,1,4,184.25,717.43,Blue Basic,0.087,4,1.0,0.241,0.15,10189,3093,34.37,20,4702,0,1,0,2.95,5,2,0.313,13,0.05,35.3,12,7.2,18.2,1
TB000729,Blue,2021-12-09,1719,BOS,20,3,3,3,11,352.21,3833.38,Blue,0.362,4,0.364,0.406,0.143,20085,4745,52.72,24,12885,0,0,0,4.32,9,2,0.22,20,0.535,97.8,36,38.3,57.4,0
TB000730,Blue Plus,2017-01-13,3510,LAX,101,1,3,3,22,270.42,6832.53,Mint,0.255,5,0.227,0.398,0.224,11794,2397,26.63,86,10443,0,0,0,3.69,6,3,0.547,14,0.576,88.8,36,68.3,64.4,0
TB000731,Blue Plus,2025-09-06,352,BOS,107,1,3,7,12,491.3,5335.88,Blue Extra,0.133,8,0.667,0.434,0.085,8436,2276,25.29,30,11680,0,1,0,4.28,5,1,0.195,29,0.561,88.1,84,53.4,75.2,0
TB000732,Blue Plus,2019-04-11,2692,JFK,61,3,5,9,27,465.7,11367.49,Blue Extra,0.318,9,0.333,0.38,0.265,14611,5660,62.89,109,21488,0,0,0,4.41,3,1,0.321,6,0.466,93.2,100,100,97.7,0
TB000733,Blue,2018-08-01,2945,BOS,17,2,4,4,26,387.58,10094.21,Blue,0.215,7,0.269,0.551,0.145,17909,2820,31.33,3,20040,0,0,0,5.0,9,6,0.678,8,0.664,98.1,48,100,82.0,0
TB000734,Blue,2019-11-08,2481,JFK,3,1,2,6,18,340.18,6855.74,Blue,0.283,7,0.389,0.437,0.134,17456,2756,30.62,72,5123,0,0,0,4.58,5,1,0.173,4,0.55,99.7,72,68.6,80.1,0
TB000735,Blue,2025-10-25,303,MCO,100,2,2,2,2,270.82,491.86,Blue Extra,0.293,6,1.0,0.294,0.179,12174,2139,23.77,150,1376,0,2,0,3.36,5,3,0.526,0,0.375,88.9,24,4.9,39.3,0
TB000736,Blue,2025-04-10,501,BOS,199,1,1,5,5,235.37,1020.25,Blue Basic,0.448,3,0.6,0.248,0.158,6624,1824,20.27,697,0,0,2,0,1.83,4,0,0.0,26,0.302,77.9,60,10.2,49.4,1
TB000737,Blue,2024-11-10,652,JFK,76,1,2,2,2,361.7,717.64,Blue Basic,0.4,2,1.0,0.349,0.187,19486,506,5.62,493,352,0,1,1,3.1,5,1,0.297,0,0.299,91.6,24,7.2,40.9,1
TB000738,Blue Plus,2022-04-12,1595,LAX,46,2,3,6,14,337.74,4316.83,Blue Extra,0.417,7,0.5,0.368,0.303,8203,2306,25.62,364,5320,0,0,0,3.44,7,1,0.194,23,0.495,94.9,72,43.2,70.0,0
TB000739,Blue Plus,2021-04-07,1965,BOS,223,0,0,5,13,234.53,3264.71,Mint,0.199,7,0.538,0.485,0.174,7211,3423,38.03,619,14593,0,0,0,4.92,5,3,0.696,21,0.465,75.2,60,32.6,55.9,1
TB000740,Blue,2020-01-24,2404,SJU,207,1,1,5,16,248.18,4007.1,Blue Extra,0.0,5,0.312,0.291,0.03,9112,2816,31.29,24,8623,0,0,0,3.92,6,3,0.481,7,0.725,77.0,60,40.1,59.0,0
TB000741,Blue,2019-05-31,2642,JFK,138,1,2,4,13,350.13,4899.87,Blue,0.108,8,0.615,0.472,0.294,10989,2773,30.81,112,2625,0,0,0,4.53,6,2,0.397,6,0.525,84.7,48,49.0,60.6,1
TB000742,Blue Plus,2022-08-22,1463,SJU,218,0,0,0,4,185.91,662.07,Blue,0.286,7,1.0,0.369,0.127,2700,222,2.47,64,0,0,1,1,2.93,3,1,0.492,9,0.106,75.8,0,6.6,27.5,1
TB000743,Blue,2022-07-31,1485,BOS,70,2,5,8,13,336.06,3774.77,Mint,0.323,5,0.385,0.293,0.091,13780,3127,34.74,178,0,0,1,0,3.39,6,2,0.352,26,0.397,92.2,96,37.7,75.3,0
TB000744,Mosaic,2019-04-06,2697,JFK,23,3,7,11,17,261.02,4668.03,Blue Basic,0.294,5,0.294,0.479,0.226,17542,1753,19.48,126,14794,0,0,0,5.0,4,1,0.369,20,0.532,97.4,100,46.7,81.4,0
TB000745,Blue,2016-04-02,3796,LAX,266,3,3,4,8,392.42,2698.26,Blue Extra,0.279,7,0.875,0.488,0.346,19256,0,0.0,266,0,0,1,1,3.58,5,4,0.734,21,0.278,70.4,48,27.0,48.5,0
TB000746,Blue Plus,2022-06-19,1527,MCO,66,2,2,4,9,457.37,3706.61,Blue Basic,0.108,7,0.778,0.231,0.15,15682,4737,52.63,663,15747,0,2,0,4.1,9,6,0.645,23,0.71,92.7,48,37.1,59.3,1
TB000747,Blue Plus,2014-12-31,4254,LAX,15,1,5,6,9,219.9,2201.39,Blue,0.211,6,0.667,0.405,0.221,7439,2321,25.79,279,14183,0,1,0,3.3,8,1,0.16,14,0.113,98.3,72,22.0,64.1,1
TB000748,Blue,2024-06-17,798,SJU,554,2,2,3,3,300.66,868.2,Blue,0.071,5,1.0,0.417,0.107,5354,2529,28.1,272,2371,0,1,0,4.07,1,1,0.553,14,0.359,38.4,36,8.7,27.7,1
TB000749,Blue,2014-12-16,4269,BOS,437,0,2,5,15,225.28,2983.83,Blue Extra,0.253,5,0.333,0.215,0.027,8417,2721,30.23,57,0,0,2,1,3.92,5,2,0.328,17,0.189,51.4,60,29.8,47.1,1
TB000750,Blue Plus,2017-09-04,3276,BOS,48,1,2,2,11,138.38,1544.1,Blue Basic,0.278,2,0.182,0.496,0.089,11086,0,0.0,408,0,1,1,0,3.34,3,1,0.252,5,0.16,94.7,24,15.4,44.7,1
TB000751,Blue,2019-09-25,2525,JFK,126,0,0,0,7,109.34,656.1,Blue Extra,0.342,2,0.286,0.445,0.055,8313,1343,14.92,29,1321,0,1,0,2.47,7,5,0.644,17,0.25,86.0,0,6.6,30.9,0
TB000752,Blue,2021-12-11,1717,BOS,10,2,3,3,18,278.47,4282.89,Blue Basic,0.335,3,0.167,0.278,0.058,9318,1843,20.48,25,12315,0,2,0,3.72,2,1,0.36,15,0.345,98.9,36,42.8,59.2,0
TB000753,Blue,2019-08-29,2552,MCO,168,0,1,3,7,205.11,1631.18,Blue Basic,0.453,2,0.286,0.448,0.132,18605,1379,15.32,5,3099,0,2,0,3.21,6,1,0.167,12,0.082,81.3,36,16.3,44.5,0
TB000754,Blue,2026-07-09,46,FLL,241,2,3,3,3,152.93,496.75,Blue,0.351,2,0.667,0.388,0.03,5038,0,0.0,554,5175,0,2,1,1.54,2,0,0.0,5,0.285,73.2,36,5.0,38.1,1
TB000755,Blue,2025-05-27,454,JFK,19,3,5,5,5,256.43,1341.4,Blue Basic,0.579,7,1.0,0.38,0.168,13749,2427,26.97,93,21984,0,0,0,4.64,8,2,0.269,14,0.818,97.9,60,13.4,57.1,0
TB000756,Mosaic,2022-12-28,1335,JFK,142,2,2,4,10,264.28,2483.56,Blue,0.268,4,0.4,0.21,0.175,3865,0,0.0,635,10089,0,2,1,3.48,6,4,0.61,6,0.292,84.2,48,24.8,52.3,0
TB000757,Blue,2024-02-04,932,JFK,57,3,5,7,11,338.65,3864.73,Blue,0.069,3,0.273,0.438,0.312,13823,3576,39.73,61,1202,0,0,0,4.62,7,5,0.712,13,0.654,93.7,84,38.6,72.1,0
TB000758,Blue Plus,2026-04-27,119,MCO,141,0,0,0,0,270.34,262.86,Blue Basic,0.544,8,1.0,0.262,0.166,18871,5207,57.86,149,0,0,1,0,3.65,7,3,0.379,12,0.506,84.3,0,2.6,29.0,0
TB000759,Blue,2023-08-01,1119,LAX,24,0,1,4,9,319.87,3098.11,Blue,0.329,3,0.333,0.214,0.0,24552,953,10.59,29,15272,0,0,0,4.73,7,3,0.461,8,0.333,97.3,48,31.0,58.8,0
TB000760,Blue Plus,2017-08-04,3307,FLL,900,2,2,2,2,240.25,520.21,Mint,0.168,4,1.0,0.278,0.199,11890,0,0.0,753,0,0,1,0,3.18,8,2,0.264,20,0.032,0,24,5.2,9.7,1
TB000761,Blue,2017-08-20,3291,FLL,216,2,3,4,22,318.8,8034.64,Blue Extra,0.438,5,0.227,0.183,0.081,18446,428,4.76,31,6293,0,1,0,4.77,5,1,0.25,18,0.377,76.0,48,80.3,68.1,0
TB000762,Blue,2026-04-15,131,MCO,128,2,6,8,12,168.7,2214.55,Blue Basic,0.333,7,0.583,0.51,0.134,13112,2360,26.22,2,8111,0,1,0,2.85,3,0,0.097,11,0.449,85.8,96,22.1,68.0,0
TB000763,Blue,2019-09-22,2528,FLL,308,0,2,2,6,280.06,1487.9,Blue Basic,0.337,3,0.5,0.538,0.06,10413,1926,21.4,207,1456,0,1,0,3.16,9,1,0.164,0,0.335,65.8,24,14.9,34.9,1
TB000764,Blue,2023-03-04,1269,JFK,45,2,3,7,7,339.98,2457.42,Blue Extra,0.161,5,0.714,0.55,0.283,24946,1415,15.72,118,19277,0,0,0,4.03,2,1,0.333,16,0.604,95.0,84,24.6,67.9,0
TB000765,Blue,2026-07-03,52,JFK,24,1,1,1,3,242.83,786.29,Blue Extra,0.142,1,0.333,0.272,0.283,6972,2158,23.98,381,0,0,3,0,2.19,6,1,0.238,3,0.384,97.3,12,7.9,39.1,1
TB000766,Blue Plus,2022-10-05,1419,BOS,8,4,6,9,10,359.51,4097.69,Blue Basic,0.095,10,1.0,0.228,0.098,21318,5060,56.22,6,10748,0,0,0,4.71,4,3,0.694,14,0.398,99.1,100,41.0,80.0,0
TB000767,Blue,2025-12-27,240,BOS,172,1,1,2,13,168.44,2442.54,Blue,0.22,2,0.154,0.388,0.04,13066,0,0.0,825,2571,0,2,0,3.14,8,0,0.0,5,0.0,80.9,24,24.4,43.1,1
TB000768,Mosaic,2024-12-01,631,JFK,1,1,1,5,5,199.99,946.24,Blue Extra,0.247,8,1.0,0.306,0.097,5934,0,0.0,9,201,0,0,0,4.56,6,2,0.359,26,0.499,99.9,60,9.5,56.5,0
TB000769,Blue,2023-12-08,990,JFK,900,0,0,4,4,146.82,513.54,Blue,0.266,1,0.25,0.374,0.014,3875,0,0.0,310,6480,0,1,0,3.63,5,0,0.0,0,0.0,0,48,5.1,17.7,1
TB000770,Blue Plus,2019-05-08,2665,MCO,5,4,7,8,14,400.92,6230.78,Blue Extra,0.135,8,0.571,0.423,0.168,21983,2902,32.24,161,3212,0,0,0,5.0,7,3,0.464,18,0.486,99.4,96,62.3,85.9,0
TB000771,Blue,2025-08-11,378,BOS,196,1,3,6,15,350.98,5773.78,Blue,0.574,4,0.267,0.502,0.216,20619,257,2.86,111,12013,0,1,0,2.84,5,2,0.341,4,0.28,78.2,72,57.7,69.3,0
TB000772,Blue,2025-11-03,294,LAX,205,2,4,5,5,358.9,1778.56,Blue Basic,0.161,5,1.0,0.295,0.273,13072,1522,16.91,182,13699,0,0,0,5.0,3,2,0.576,15,0.249,77.2,60,17.8,51.7,1
TB000773,Blue,2018-12-18,2806,JFK,91,0,1,1,11,291.16,3113.83,Blue Basic,0.217,2,0.182,0.136,0.316,15436,2901,32.23,305,5087,0,1,0,2.74,5,2,0.346,17,0.22,89.9,12,31.1,44.3,1
TB000774,Blue,2017-09-28,3252,BOS,40,2,4,4,18,359.26,6740.36,Blue,0.006,7,0.389,0.434,0.154,15466,2203,24.48,36,8363,0,0,0,4.87,6,3,0.497,12,0.419,95.6,48,67.4,70.3,0
TB000775,Blue,2018-03-30,3069,BOS,118,0,1,1,10,82.53,711.82,Blue,0.277,3,0.3,0.222,0.269,1974,752,8.36,135,8760,0,0,0,4.32,5,0,0.0,16,0.278,86.9,12,7.1,35.3,0
TB000776,Blue Plus,2019-03-06,2728,LAX,97,2,3,4,9,309.02,2889.02,Blue,0.19,9,1.0,0.359,0.07,3988,4009,44.54,148,6664,0,0,0,4.03,6,2,0.319,20,0.812,89.2,48,28.9,55.4,0
TB000777,Blue,2017-02-22,3470,BOS,66,1,1,3,17,300.22,4983.7,Mint,0.349,6,0.353,0.274,0.207,27460,3941,43.79,186,11942,0,1,0,4.4,5,2,0.463,6,0.589,92.7,36,49.8,59.5,0
TB000778,Blue,2018-03-10,3089,BOS,8,2,3,6,14,346.84,5161.17,Mint,0.231,4,0.286,0.305,0.086,26678,1133,12.59,137,5378,0,1,0,3.62,2,1,0.669,8,0.268,99.1,72,51.6,74.2,0
TB000779,Blue,2019-10-30,2490,BOS,26,1,1,6,12,320.16,3637.07,Blue,0.226,9,0.75,0.113,0.271,9698,3636,40.4,223,27169,0,0,0,4.23,2,1,0.445,10,0.405,97.1,72,36.4,68.5,0
TB000780,Blue,2024-04-25,851,FLL,181,0,0,1,6,373.47,2368.68,Blue,0.027,4,0.667,0.456,0.427,6342,2096,23.29,54,1966,0,1,0,3.68,7,3,0.419,0,0.065,79.9,12,23.7,38.5,1
TB000781,Blue,2020-10-09,2145,BOS,30,3,5,6,12,213.97,2684.5,Blue Basic,0.253,7,0.583,0.347,0.397,22026,3255,36.17,39,10487,0,0,0,4.43,7,2,0.331,25,0.287,96.7,72,26.8,65.2,0
TB000782,Blue,2026-05-12,104,BOS,220,0,2,2,2,374.94,839.12,Blue Basic,0.373,5,1.0,0.441,0.343,13944,2325,25.83,311,11824,0,0,0,4.55,7,3,0.414,4,0.217,75.6,24,8.4,36.0,0
TB000783,Blue,2015-07-07,4066,BOS,53,1,4,6,6,236.44,1612.26,Blue,0.256,5,0.833,0.503,0.152,13792,1465,16.28,11,651,0,1,0,2.8,8,4,0.491,13,0.037,94.1,72,16.1,60.7,0
TB000784,Blue Plus,2025-05-12,469,JFK,1,3,4,4,7,310.16,1954.23,Blue,0.349,9,1.0,0.419,0.079,22899,5400,60.0,25,1202,0,1,0,3.13,9,5,0.583,9,0.628,99.9,48,19.5,55.8,0
TB000785,Blue,2024-12-21,611,LAX,64,2,2,3,13,372.18,5536.43,Blue,0.12,3,0.231,0.439,0.06,18584,2677,29.74,284,0,0,1,0,3.2,7,3,0.477,1,0.354,92.9,36,55.4,61.4,0
TB000786,Blue,2016-10-10,3605,BOS,227,2,4,5,13,314.3,3665.4,Blue,0.185,1,0.077,0.21,0.001,9312,2878,31.98,607,6297,0,1,1,2.37,7,5,0.715,8,0.396,74.8,60,36.7,57.2,1
TB000787,Blue,2014-08-27,4380,FLL,119,0,2,7,15,245.87,3926.08,Blue Extra,0.259,4,0.267,0.403,0.127,3130,2371,26.34,245,14067,0,1,0,3.26,7,4,0.587,13,0.418,86.8,84,39.3,70.0,0
TB000788,Blue,2018-04-07,3061,LAX,868,1,1,1,11,239.11,2829.87,Blue,0.155,4,0.364,0.155,0.091,12009,3241,36.01,83,12219,0,1,0,3.58,7,3,0.473,16,0.515,3.6,12,28.3,14.6,1
TB000789,Blue,2017-12-12,3177,JFK,88,1,1,3,6,317.75,2164.5,Blue,0.179,3,0.5,0.262,0.27,7469,3197,35.52,23,10800,0,0,0,4.46,6,3,0.546,13,0.201,90.2,36,21.6,49.3,0
TB000790,Blue,2014-08-28,4379,BOS,6,1,4,6,22,357.62,7100.84,Blue Basic,0.23,6,0.273,0.361,0.147,17792,0,0.0,35,1959,0,1,0,3.21,5,2,0.313,21,0.475,99.3,72,71.0,80.8,0
TB000791,Mosaic,2021-01-24,2038,JFK,96,2,4,4,17,305.8,5060.13,Blue Basic,0.279,4,0.235,0.161,0.117,17898,6801,75.57,203,8434,0,0,0,4.44,8,2,0.257,10,0.642,89.3,48,50.6,62.6,0
TB000792,Blue,2015-08-23,4019,SJU,531,2,3,4,14,392.57,5539.88,Blue Basic,0.392,4,0.286,0.353,0.072,12406,1207,13.41,111,15970,0,0,0,3.93,6,3,0.435,19,0.56,41.0,48,55.4,48.1,1
TB000793,Blue,2025-07-21,399,FLL,1,5,7,8,16,497.11,8804.69,Blue Extra,0.338,7,0.438,0.302,0.206,19614,3263,36.26,6,11339,0,0,0,5.0,7,3,0.485,12,0.437,99.9,96,88.0,94.6,0
TB000794,Blue,2024-01-06,961,SJU,391,1,1,1,1,201.18,183.16,Blue,0.278,3,1.0,0.383,0.056,5739,2836,31.51,639,10906,1,1,0,4.17,9,5,0.581,12,0.299,56.6,12,1.8,23.5,1
TB000795,Blue,2020-04-14,2323,BOS,75,3,5,6,17,277.27,4996.11,Blue,0.331,8,0.471,0.115,0.313,1746,1798,19.98,227,1246,0,0,0,4.44,7,2,0.27,18,0.355,91.7,72,50.0,71.2,0
TB000796,Blue,2026-01-15,221,FLL,5,1,2,5,5,375.15,1945.91,Mint,0.285,8,1.0,0.375,0.27,17545,3319,36.88,50,12514,0,0,0,4.86,2,1,0.538,9,0.388,99.4,60,19.5,59.6,0
TB000797,Blue,2016-02-11,3847,JFK,68,2,6,10,24,398.08,8701.3,Blue,0.526,6,0.25,0.46,0.039,15010,3202,35.58,68,7048,0,1,0,3.75,8,2,0.282,9,0.415,92.4,100,87.0,93.1,0
TB000798,Blue,2015-03-24,4171,FLL,86,3,3,3,22,272.42,5810.91,Blue Basic,0.083,3,0.136,0.478,0.225,11163,1525,16.94,417,5735,0,0,0,5.0,8,1,0.164,2,0.158,90.4,36,58.1,61.5,0
TB000799,Blue,2024-05-11,835,BOS,322,1,1,1,7,241.45,1822.2,Mint,0.361,4,0.571,0.278,0.121,11711,0,0.0,40,0,0,0,0,4.64,10,0,0.0,7,0.161,64.2,12,18.2,31.5,1
TB000800,Blue,2025-07-12,408,BOS,82,2,2,5,5,340.64,1820.52,Blue Basic,0.401,5,1.0,0.488,0.158,12643,2651,29.46,38,11101,0,0,0,4.57,7,2,0.304,13,0.431,90.9,60,18.2,56.4,0
TB000801,Blue,2025-10-30,298,MCO,165,2,2,2,2,179.43,381.57,Blue Basic,0.439,4,1.0,0.388,0.169,20433,2365,26.28,904,0,0,0,0,5.0,3,1,0.3,0,0.288,81.7,24,3.8,36.5,1
TB000802,Blue,2019-04-17,2686,FLL,564,0,0,0,12,282.77,3778.38,Blue,0.247,4,0.333,0.386,0.364,12466,0,0.0,123,0,0,1,0,2.74,5,4,0.746,0,0.323,37.3,0,37.8,25.0,1
TB000803,Blue,2019-11-17,2472,SJU,35,1,3,6,15,378.16,5947.92,Blue Extra,0.041,9,0.6,0.094,0.202,5279,661,7.34,31,4422,0,1,0,2.51,4,1,0.325,7,0.437,96.1,72,59.5,75.9,0
TB000804,Blue,2019-09-28,2522,JFK,79,0,0,0,5,109.34,476.01,Blue,0.332,1,0.2,0.358,0.133,472,323,3.59,143,0,0,2,0,2.91,6,0,0.007,0,0.0,91.2,0,4.8,32.0,1
TB000805,Blue,2015-08-23,4019,BOS,461,4,5,6,17,287.0,4383.63,Blue Basic,0.211,4,0.235,0.175,0.0,13406,1267,14.08,365,4348,0,1,0,3.35,5,0,0.0,1,0.367,48.8,72,43.8,54.9,1
TB000806,Blue,2025-12-26,241,JFK,263,0,2,2,2,381.36,703.54,Blue Basic,0.52,3,1.0,0.515,0.123,21868,1405,15.61,183,2862,0,0,0,4.58,5,2,0.483,5,0.273,70.8,24,7.0,33.9,1
TB000807,Blue,2017-03-31,3433,FLL,1,1,3,3,6,160.04,1049.92,Mint,0.541,5,0.833,0.474,0.242,5855,2106,23.4,331,16370,0,3,0,3.61,5,1,0.192,0,0.041,99.9,36,10.5,48.8,1
TB000808,Blue,2016-06-02,3735,LAX,207,0,0,3,10,277.96,2499.59,Blue Basic,0.327,3,0.3,0.506,0.01,5026,1853,20.59,562,3177,0,1,0,3.28,4,2,0.472,11,0.261,77.0,36,25.0,46.0,1
TB000809,Blue,2019-01-20,2773,SJU,237,2,2,3,9,206.0,1627.45,Blue,0.645,4,0.444,0.425,0.151,10099,0,0.0,409,14704,0,1,0,2.88,8,3,0.317,0,0.327,73.7,36,16.3,42.0,1
TB000810,Blue,2026-07-19,36,MCO,610,3,7,10,10,368.08,3896.96,Blue,0.091,4,0.4,0.381,0.178,9576,4076,45.29,160,0,0,1,0,4.64,7,2,0.285,8,0.231,32.2,100,39.0,57.1,1
TB000811,Blue,2016-10-18,3597,BOS,12,1,1,1,8,250.93,2125.91,Blue,0.313,5,0.625,0.222,0.318,8231,2587,28.74,242,4731,0,1,0,2.24,6,0,0.083,4,0.091,98.7,12,21.3,44.0,0
TB000812,Blue,2017-01-26,3497,BOS,106,2,5,7,16,282.1,5006.11,Blue Extra,0.216,3,0.188,0.285,0.195,10122,722,8.02,123,9489,0,1,1,1.99,5,3,0.591,7,0.196,88.2,84,50.1,74.1,1
TB000813,Blue,2023-06-20,1161,JFK,9,3,4,5,8,354.33,2677.35,Blue Basic,0.223,3,0.375,0.546,0.24,11233,3152,35.02,244,5897,0,0,0,4.69,4,2,0.623,16,0.599,99.0,60,26.8,61.9,0
TB000814,Blue Plus,2022-08-13,1472,MCO,58,2,6,10,16,362.11,5055.97,Blue Extra,0.213,9,0.562,0.28,0.126,13655,1981,22.01,55,13467,0,0,0,4.57,7,3,0.382,13,0.68,93.6,100,50.6,81.4,0
TB000815,Blue Plus,2021-09-15,1804,JFK,54,2,4,4,9,303.93,2541.47,Blue,0.16,5,0.556,0.33,0.045,8277,3191,35.46,126,2569,0,0,0,4.7,4,1,0.198,2,0.287,94.0,48,25.4,55.8,0
TB000816,Blue,2021-05-12,1930,JFK,23,2,2,2,9,229.44,2259.53,Blue,0.47,4,0.444,0.462,0.131,8045,3039,33.77,20,8459,0,1,1,1.0,7,1,0.193,13,0.065,97.4,24,22.6,48.0,0
TB000817,Blue Plus,2016-08-29,3647,SJU,240,0,0,4,17,298.78,5172.5,Blue,0.189,4,0.235,0.349,0.104,19195,5793,64.37,180,0,0,2,1,4.47,7,4,0.575,22,0.25,73.3,48,51.7,57.7,0
TB000818,Blue,2021-07-12,1869,FLL,191,2,2,4,8,238.83,1955.21,Blue,0.475,6,0.75,0.311,0.236,5753,64,0.71,336,6261,0,0,0,4.66,6,3,0.475,0,0.24,78.8,48,19.6,48.8,1
TB000819,Blue,2015-01-03,4251,BOS,20,0,0,3,11,284.41,2714.54,Blue,0.34,1,0.091,0.325,0.259,15005,0,0.0,693,16701,1,1,0,3.3,7,2,0.319,11,0.277,97.8,36,27.1,53.6,0
TB000820,Blue Plus,2016-08-25,3651,MCO,57,2,4,7,18,252.88,5019.47,Blue Basic,0.279,3,0.167,0.241,0.099,11010,0,0.0,394,2227,0,0,0,4.66,9,2,0.254,24,0.506,93.7,84,50.2,76.0,0
TB000821,Blue Plus,2017-04-15,3418,BOS,50,0,0,2,5,333.99,1625.71,Blue Extra,0.285,7,1.0,0.643,0.191,17013,2892,32.13,295,12920,0,1,0,3.06,5,0,0.055,4,0.462,94.4,24,16.3,44.9,0
TB000822,Blue Plus,2020-06-19,2257,LAX,48,4,4,6,19,336.67,6962.01,Blue Basic,0.321,4,0.211,0.386,0.165,21328,3388,37.64,111,27893,0,1,0,4.45,7,5,0.722,13,0.419,94.7,72,69.6,78.8,0
TB000823,Blue Plus,2026-01-02,234,JFK,144,2,5,11,15,430.92,7203.97,Blue Extra,0.358,6,0.4,0.349,0.119,15610,2704,30.04,30,18632,0,1,0,2.83,5,2,0.393,26,0.905,84.0,100,72.0,85.3,0
TB000824,Blue Plus,2022-02-19,1647,BOS,65,2,4,6,18,222.99,3531.79,Mint,0.195,6,0.333,0.502,0.222,20949,3459,38.43,31,14945,0,1,0,3.3,9,5,0.545,15,0.637,92.8,72,35.3,66.7,0
TB000825,Mosaic,2014-11-19,4296,MCO,62,0,3,6,10,302.01,2854.4,Blue Extra,0.336,4,0.4,0.484,0.133,3901,1490,16.56,86,0,0,1,0,3.45,5,2,0.479,4,0.247,93.1,72,28.5,64.5,0
TB000826,Blue,2023-10-29,1030,JFK,18,0,1,2,5,360.11,1913.98,Blue Basic,0.171,7,1.0,0.245,0.101,11898,1307,14.52,70,8709,0,1,1,3.28,9,2,0.268,14,0.527,98.0,24,19.1,47.0,0
TB000827,Blue,2015-08-27,4015,MCO,196,1,1,1,8,249.68,2246.06,Blue,0.176,6,0.75,0.38,0.148,26382,4690,52.11,261,2849,0,1,0,3.91,5,1,0.164,17,0.565,78.2,12,22.5,37.6,0
TB000828,Blue Plus,2024-08-17,737,LAX,28,1,1,1,7,279.99,1670.64,Blue Basic,0.409,4,0.571,0.415,0.187,15994,1318,14.64,277,16500,0,0,0,4.45,9,0,0.0,7,0.288,96.9,12,16.7,41.9,0
TB000829,Blue,2017-04-30,3403,BOS,268,1,4,4,11,257.47,2526.91,Blue,0.397,5,0.455,0.525,0.262,6208,234,2.6,49,5408,0,2,1,3.66,6,1,0.105,9,0.426,70.2,48,25.3,47.8,1
TB000830,Blue,2019-11-25,2464,SJU,3,2,3,3,11,325.73,3446.54,Blue Extra,0.139,1,0.091,0.238,0.02,20096,2173,24.14,50,10154,0,0,0,4.92,8,3,0.343,14,0.582,99.7,36,34.5,56.7,0
TB000831,Blue,2023-12-05,993,JFK,119,0,0,0,0,179.52,165.53,Blue Basic,0.04,2,1.0,0.394,0.127,3799,3540,39.33,1000,2213,1,2,0,3.15,3,1,0.489,0,0.133,86.8,0,1.7,29.5,1
